session_id,user_id,vehicle_id,station_id,start_time,end_time,duration_min,energy_kWh,session_day,session_type
CS1808,U077,V427,S027,2024-11-19 10:45:00,2024-11-19 12:13:00,88,42.06,Weekday,Regular
CS1809,U312,V083,S040,2024-11-12 14:55:00,2024-11-12 15:44:00,49,29.54,Weekend,Occasional
CS1810,U261,V471,S079,2024-11-15 14:53:00,2024-11-15 15:37:00,44,30.69,Weekend,Regular
CS1811,U140,V220,S089,2024-11-14 22:21:00,2024-11-14 23:28:00,67,36.42,Weekend,Regular
CS1812,U100,V166,S095,2024-11-24 12:58:00,2024-11-24 13:51:00,53,15.77,Weekend,Emergency
CS1813,U303,V063,S040,2024-11-06 21:02:00,2024-11-06 21:43:00,41,23.75,Weekday,Emergency
CS1814,U409,V240,S032,2024-11-24 15:26:00,2024-11-24 16:47:00,81,31.99,Weekend,Occasional
CS1815,U246,V255,S087,2024-11-03 19:57:00,2024-11-03 21:19:00,82,50.5,Weekend,Emergency
CS1816,U060,V337,S031,2024-11-25 10:54:00,2024-11-25 12:38:00,104,72.6,Weekend,Emergency
CS1817,U062,V275,S034,2024-11-22 19:50:00,2024-11-22 21:34:00,104,58.02,Weekday,Emergency
CS1818,U455,V386,S062,2024-11-19 19:41:00,2024-11-19 21:12:00,91,86.48,Weekend,Occasional
CS1819,U251,V140,S021,2024-11-09 18:19:00,2024-11-09 19:00:00,41,31.46,Weekday,Emergency
CS1820,U179,V208,S067,2024-11-10 08:37:00,2024-11-10 09:26:00,49,38.29,Weekend,Emergency
CS1821,U212,V135,S079,2024-11-25 22:02:00,2024-11-25 23:26:00,84,46.14,Weekday,Regular
CS1822,U299,V105,S083,2024-11-18 14:01:00,2024-11-18 14:48:00,47,30.65,Weekday,Regular
CS1823,U363,V296,S017,2024-11-13 07:18:00,2024-11-13 08:52:00,94,52.95,Weekend,Regular
CS1824,U425,V500,S027,2024-11-23 22:47:00,2024-11-24 00:16:00,89,74.71,Weekend,Emergency
CS1825,U406,V249,S096,2024-11-20 13:14:00,2024-11-20 14:41:00,87,69.16,Weekday,Emergency
CS1826,U468,V263,S003,2024-11-07 21:55:00,2024-11-07 22:42:00,47,17.74,Weekday,Emergency
CS1827,U402,V251,S009,2024-11-14 06:33:00,2024-11-14 07:36:00,63,29.44,Weekday,Emergency
CS1828,U032,V454,S053,2024-11-18 16:26:00,2024-11-18 17:32:00,66,24.42,Weekend,Emergency
CS1829,U204,V331,S097,2024-11-13 07:56:00,2024-11-13 08:41:00,45,16.5,Weekday,Regular
CS1830,U089,V481,S059,2024-11-05 09:32:00,2024-11-05 10:59:00,87,55.5,Weekday,Regular
CS1831,U236,V447,S081,2024-11-07 08:09:00,2024-11-07 08:48:00,39,16.28,Weekday,Emergency
CS1832,U387,V258,S082,2024-11-26 11:36:00,2024-11-26 12:28:00,52,25.09,Weekend,Emergency
CS1833,U350,V191,S039,2024-11-26 13:48:00,2024-11-26 14:50:00,62,41.07,Weekend,Occasional
CS1834,U210,V152,S025,2024-11-27 18:16:00,2024-11-27 20:14:00,118,34.37,Weekday,Regular
CS1835,U252,V109,S068,2024-11-09 14:34:00,2024-11-09 16:05:00,91,52.76,Weekday,Occasional
CS1836,U294,V065,S040,2024-11-19 13:56:00,2024-11-19 15:09:00,73,40.47,Weekend,Occasional
CS1837,U307,V045,S017,2024-11-14 19:20:00,2024-11-14 21:01:00,101,43.96,Weekday,Regular
CS1838,U310,V313,S058,2024-11-05 20:50:00,2024-11-05 21:54:00,64,47.31,Weekend,Occasional
CS1839,U024,V158,S087,2024-11-09 16:13:00,2024-11-09 17:01:00,48,43.3,Weekday,Emergency
CS1840,U082,V219,S050,2024-11-07 15:11:00,2024-11-07 15:57:00,46,31.71,Weekend,Occasional
CS1841,U370,V381,S012,2024-11-10 12:02:00,2024-11-10 13:01:00,59,34.91,Weekend,Regular
CS1842,U437,V441,S086,2024-11-09 09:57:00,2024-11-09 11:24:00,87,34.32,Weekday,Occasional
CS1843,U407,V272,S092,2024-11-12 19:50:00,2024-11-12 21:04:00,74,58.35,Weekend,Emergency
CS1844,U385,V417,S032,2024-11-18 18:30:00,2024-11-18 19:52:00,82,55.49,Weekday,Regular
CS1845,U351,V364,S019,2024-11-20 15:37:00,2024-11-20 16:32:00,55,16.44,Weekend,Emergency
CS1846,U261,V126,S086,2024-11-01 20:27:00,2024-11-01 21:06:00,39,25.1,Weekend,Regular
CS1847,U450,V291,S015,2024-11-26 10:46:00,2024-11-26 11:17:00,31,21.52,Weekend,Regular
CS1848,U316,V321,S039,2024-11-25 08:12:00,2024-11-25 09:54:00,102,68.81,Weekday,Occasional
CS1849,U007,V390,S086,2024-11-11 14:51:00,2024-11-11 16:21:00,90,70.71,Weekday,Regular
CS1850,U439,V007,S019,2024-11-26 21:29:00,2024-11-26 22:30:00,61,26.85,Weekend,Emergency
CS1851,U483,V026,S045,2024-11-02 10:53:00,2024-11-02 11:44:00,51,37.63,Weekend,Regular
CS1852,U416,V308,S051,2024-11-07 11:56:00,2024-11-07 12:59:00,63,39.81,Weekday,Occasional
CS1853,U215,V225,S029,2024-11-04 06:14:00,2024-11-04 08:01:00,107,62.39,Weekend,Occasional
CS1854,U218,V204,S043,2024-11-25 20:35:00,2024-11-25 22:28:00,113,73.52,Weekend,Emergency
CS1855,U345,V249,S031,2024-11-10 06:20:00,2024-11-10 07:49:00,89,72.81,Weekend,Emergency
CS1856,U149,V404,S029,2024-11-05 07:15:00,2024-11-05 08:36:00,81,28.3,Weekend,Regular
CS1857,U120,V102,S016,2024-11-06 19:53:00,2024-11-06 21:10:00,77,26.88,Weekend,Emergency
CS1858,U312,V208,S036,2024-11-11 13:16:00,2024-11-11 14:40:00,84,68.96,Weekday,Occasional
CS1859,U377,V239,S076,2024-11-24 13:49:00,2024-11-24 15:06:00,77,50.13,Weekend,Regular
CS1860,U222,V378,S071,2024-11-25 21:23:00,2024-11-25 21:56:00,33,11.23,Weekend,Regular
CS1861,U310,V406,S100,2024-11-08 14:26:00,2024-11-08 16:24:00,118,86.62,Weekday,Regular
CS1862,U227,V009,S011,2024-11-26 15:12:00,2024-11-26 16:59:00,107,51.92,Weekend,Emergency
CS1863,U310,V204,S089,2024-11-06 08:19:00,2024-11-06 09:13:00,54,32.67,Weekend,Emergency
CS1864,U100,V467,S062,2024-11-02 06:41:00,2024-11-02 08:26:00,105,52.01,Weekend,Regular
CS1865,U037,V389,S040,2024-11-14 10:15:00,2024-11-14 11:48:00,93,80.43,Weekend,Emergency
CS1866,U236,V059,S040,2024-11-09 11:09:00,2024-11-09 11:55:00,46,27.64,Weekend,Emergency
CS1867,U129,V352,S038,2024-11-16 08:20:00,2024-11-16 09:35:00,75,49.55,Weekend,Regular
CS1868,U205,V175,S079,2024-11-27 18:12:00,2024-11-27 20:12:00,120,36.76,Weekday,Emergency
CS1869,U313,V329,S022,2024-11-03 07:38:00,2024-11-03 08:48:00,70,62.88,Weekday,Regular
CS1870,U282,V425,S076,2024-11-05 12:40:00,2024-11-05 13:16:00,36,20.94,Weekend,Emergency
CS1871,U255,V077,S073,2024-11-12 07:45:00,2024-11-12 09:39:00,114,79.33,Weekend,Regular
CS1872,U182,V135,S013,2024-11-04 21:39:00,2024-11-04 22:21:00,42,30.94,Weekday,Regular
CS1873,U307,V272,S055,2024-11-23 14:44:00,2024-11-23 15:23:00,39,27.64,Weekday,Regular
CS1874,U382,V009,S045,2024-11-02 18:11:00,2024-11-02 19:51:00,100,54.5,Weekend,Emergency
CS1875,U492,V441,S065,2024-11-02 20:36:00,2024-11-02 22:32:00,116,50.01,Weekend,Emergency
CS1876,U045,V307,S079,2024-11-06 13:30:00,2024-11-06 14:08:00,38,12.29,Weekend,Regular
CS1877,U360,V067,S033,2024-11-08 18:36:00,2024-11-08 19:43:00,67,27.57,Weekend,Regular
CS1878,U205,V084,S098,2024-11-17 12:37:00,2024-11-17 13:45:00,68,25.96,Weekend,Occasional
CS1879,U268,V265,S082,2024-11-14 18:23:00,2024-11-14 19:36:00,73,56.06,Weekday,Occasional
CS1880,U041,V359,S065,2024-11-21 15:19:00,2024-11-21 16:29:00,70,45.63,Weekday,Occasional
CS1881,U394,V270,S058,2024-11-19 07:13:00,2024-11-19 08:43:00,90,47.36,Weekday,Regular
CS1882,U063,V295,S030,2024-11-01 15:06:00,2024-11-01 15:42:00,36,13.12,Weekday,Emergency
CS1883,U216,V405,S024,2024-11-16 22:24:00,2024-11-16 22:55:00,31,16.81,Weekend,Emergency
CS1884,U325,V325,S090,2024-11-27 17:24:00,2024-11-27 18:17:00,53,15.58,Weekend,Regular
CS1885,U422,V450,S083,2024-11-06 13:28:00,2024-11-06 14:23:00,55,37.11,Weekday,Regular
CS1886,U289,V290,S019,2024-11-22 12:04:00,2024-11-22 13:11:00,67,40.16,Weekday,Occasional
CS1887,U450,V012,S090,2024-11-04 15:11:00,2024-11-04 16:53:00,102,73.91,Weekday,Occasional
CS1888,U250,V478,S095,2024-11-25 20:14:00,2024-11-25 21:21:00,67,37.8,Weekend,Regular
CS1889,U015,V062,S026,2024-11-06 22:33:00,2024-11-07 00:03:00,90,52.02,Weekday,Regular
CS1890,U013,V260,S071,2024-11-20 08:01:00,2024-11-20 08:36:00,35,20.62,Weekday,Regular
CS1891,U491,V310,S059,2024-11-25 19:52:00,2024-11-25 20:30:00,38,30.44,Weekend,Regular
CS1892,U240,V246,S031,2024-11-23 21:40:00,2024-11-23 22:42:00,62,25.37,Weekend,Emergency
CS1893,U133,V473,S090,2024-11-02 15:07:00,2024-11-02 16:52:00,105,55.75,Weekend,Occasional
CS1894,U174,V093,S086,2024-11-04 21:26:00,2024-11-04 22:26:00,60,29.08,Weekend,Occasional
CS1895,U018,V240,S021,2024-11-11 06:34:00,2024-11-11 07:37:00,63,29.27,Weekday,Regular
CS1896,U271,V021,S044,2024-11-18 09:54:00,2024-11-18 10:47:00,53,16.09,Weekend,Emergency
CS1897,U366,V315,S084,2024-11-22 11:00:00,2024-11-22 12:54:00,114,85.15,Weekday,Regular
CS1898,U477,V329,S063,2024-11-08 08:29:00,2024-11-08 09:42:00,73,71.96,Weekday,Emergency
CS1899,U435,V077,S057,2024-11-12 10:33:00,2024-11-12 11:31:00,58,33.67,Weekday,Occasional
CS1900,U040,V297,S020,2024-11-21 21:19:00,2024-11-21 23:19:00,120,40.77,Weekend,Emergency
CS1901,U399,V492,S052,2024-11-15 18:08:00,2024-11-15 19:09:00,61,26.26,Weekday,Regular
CS1902,U227,V494,S024,2024-11-14 18:05:00,2024-11-14 19:23:00,78,29.2,Weekday,Regular
CS1903,U394,V486,S057,2024-11-19 07:08:00,2024-11-19 08:43:00,95,53.55,Weekend,Emergency
CS1904,U062,V044,S099,2024-11-13 09:03:00,2024-11-13 10:02:00,59,17.99,Weekday,Regular
CS1905,U214,V042,S014,2024-11-19 11:47:00,2024-11-19 13:09:00,82,62.18,Weekend,Occasional
CS1906,U395,V069,S029,2024-11-16 14:37:00,2024-11-16 15:43:00,66,29.5,Weekday,Occasional
CS1907,U270,V483,S093,2024-11-24 21:32:00,2024-11-24 22:55:00,83,56.43,Weekday,Emergency
CS1908,U011,V295,S022,2024-11-17 22:00:00,2024-11-17 22:58:00,58,25.94,Weekday,Emergency
CS1909,U380,V371,S070,2024-11-28 19:13:00,2024-11-28 20:10:00,57,23.13,Weekday,Regular
CS1910,U078,V406,S026,2024-11-09 14:27:00,2024-11-09 16:09:00,102,83.71,Weekday,Regular
CS1911,U357,V238,S001,2024-11-23 16:07:00,2024-11-23 18:05:00,118,65.19,Weekday,Emergency
CS1912,U148,V449,S009,2024-11-27 12:37:00,2024-11-27 14:04:00,87,51.51,Weekend,Occasional
CS1913,U323,V235,S064,2024-11-27 20:46:00,2024-11-27 21:45:00,59,32.04,Weekday,Regular
CS1914,U158,V355,S008,2024-11-17 17:45:00,2024-11-17 19:23:00,98,94.63,Weekend,Regular
CS1915,U331,V318,S052,2024-11-03 19:05:00,2024-11-03 19:58:00,53,25.43,Weekday,Occasional
CS1916,U399,V332,S008,2024-11-04 18:33:00,2024-11-04 19:38:00,65,20.9,Weekday,Emergency
CS1917,U189,V400,S024,2024-11-21 10:59:00,2024-11-21 12:12:00,73,30.25,Weekend,Occasional
CS1918,U002,V422,S019,2024-11-24 11:28:00,2024-11-24 12:44:00,76,60.88,Weekend,Occasional
CS1919,U438,V409,S028,2024-11-25 07:29:00,2024-11-25 08:00:00,31,11.02,Weekday,Occasional
CS1920,U278,V304,S009,2024-11-15 21:34:00,2024-11-15 22:43:00,69,58.6,Weekend,Occasional
CS1921,U186,V263,S075,2024-11-08 16:41:00,2024-11-08 18:10:00,89,33.32,Weekday,Emergency
CS1922,U190,V468,S069,2024-11-10 13:40:00,2024-11-10 15:36:00,116,54.17,Weekday,Emergency
CS1923,U378,V391,S019,2024-11-03 16:04:00,2024-11-03 17:40:00,96,81.84,Weekend,Occasional
CS1924,U454,V161,S016,2024-11-02 12:09:00,2024-11-02 13:51:00,102,57.49,Weekday,Regular
CS1925,U320,V254,S093,2024-11-20 10:15:00,2024-11-20 10:47:00,32,8.84,Weekend,Regular
CS1926,U106,V407,S014,2024-11-22 21:12:00,2024-11-22 22:56:00,104,62.8,Weekend,Regular
CS1927,U205,V257,S071,2024-11-01 08:30:00,2024-11-01 10:02:00,92,51.76,Weekend,Regular
CS1928,U069,V002,S080,2024-11-06 08:55:00,2024-11-06 09:49:00,54,34.27,Weekday,Emergency
CS1929,U104,V076,S014,2024-11-12 16:18:00,2024-11-12 16:50:00,32,24.54,Weekday,Emergency
CS1930,U407,V268,S026,2024-11-27 09:31:00,2024-11-27 10:11:00,40,29.05,Weekday,Emergency
CS1931,U359,V110,S072,2024-11-16 10:09:00,2024-11-16 12:06:00,117,32.73,Weekend,Regular
CS1932,U223,V344,S033,2024-11-05 15:59:00,2024-11-05 17:31:00,92,56.72,Weekday,Regular
CS1933,U353,V014,S016,2024-11-07 07:32:00,2024-11-07 09:28:00,116,34.15,Weekday,Emergency
CS1934,U338,V434,S049,2024-11-26 14:04:00,2024-11-26 15:30:00,86,24.88,Weekday,Emergency
CS1935,U302,V127,S076,2024-11-22 14:51:00,2024-11-22 16:17:00,86,25.91,Weekend,Regular
CS1936,U060,V213,S090,2024-11-23 16:45:00,2024-11-23 17:17:00,32,15.22,Weekend,Regular
CS1937,U164,V117,S004,2024-11-03 08:47:00,2024-11-03 10:42:00,115,100.19,Weekend,Regular
CS1938,U154,V375,S013,2024-11-25 16:51:00,2024-11-25 17:32:00,41,15.18,Weekend,Occasional
CS1939,U163,V350,S043,2024-11-16 18:53:00,2024-11-16 20:53:00,120,49.55,Weekend,Emergency
CS1940,U001,V319,S033,2024-11-07 07:07:00,2024-11-07 08:08:00,61,28.56,Weekday,Regular
CS1941,U223,V355,S039,2024-11-27 07:53:00,2024-11-27 08:45:00,52,40.8,Weekday,Occasional
CS1942,U083,V342,S076,2024-11-23 17:02:00,2024-11-23 18:11:00,69,53.98,Weekend,Emergency
CS1943,U255,V382,S004,2024-11-02 13:17:00,2024-11-02 15:16:00,119,60.59,Weekday,Emergency
CS1944,U099,V080,S048,2024-11-08 10:01:00,2024-11-08 11:20:00,79,59.5,Weekday,Regular
CS1945,U146,V301,S035,2024-11-04 14:42:00,2024-11-04 15:52:00,70,40.08,Weekday,Regular
CS1946,U037,V474,S047,2024-11-20 16:56:00,2024-11-20 18:12:00,76,65.18,Weekday,Occasional
CS1947,U034,V468,S002,2024-11-06 19:12:00,2024-11-06 19:50:00,38,16.11,Weekday,Occasional
CS1948,U388,V116,S005,2024-11-24 20:36:00,2024-11-24 22:14:00,98,49.24,Weekday,Occasional
CS1949,U379,V464,S015,2024-11-01 10:45:00,2024-11-01 11:18:00,33,23.94,Weekend,Emergency
CS1950,U446,V333,S076,2024-11-24 06:03:00,2024-11-24 07:38:00,95,57.06,Weekend,Regular
CS1951,U384,V392,S021,2024-11-08 07:28:00,2024-11-08 08:22:00,54,15.77,Weekend,Regular
CS1952,U352,V384,S013,2024-11-17 18:09:00,2024-11-17 19:59:00,110,61.68,Weekend,Occasional
CS1953,U201,V128,S042,2024-11-04 08:17:00,2024-11-04 09:37:00,80,47.01,Weekend,Regular
CS1954,U140,V151,S098,2024-11-10 07:33:00,2024-11-10 08:44:00,71,54.05,Weekday,Emergency
CS1955,U480,V432,S098,2024-11-03 21:04:00,2024-11-03 21:43:00,39,14.49,Weekday,Regular
CS1956,U105,V436,S027,2024-11-21 07:29:00,2024-11-21 08:13:00,44,29.91,Weekend,Emergency
CS1957,U307,V206,S072,2024-11-13 22:29:00,2024-11-13 22:59:00,30,16.01,Weekday,Occasional
CS1958,U368,V471,S040,2024-11-28 15:49:00,2024-11-28 17:06:00,77,62.06,Weekend,Regular
CS1959,U018,V333,S063,2024-11-23 16:08:00,2024-11-23 17:43:00,95,54.87,Weekday,Emergency
CS1960,U492,V412,S054,2024-11-16 07:52:00,2024-11-16 08:32:00,40,34.32,Weekend,Emergency
CS1961,U097,V459,S008,2024-11-21 18:26:00,2024-11-21 19:17:00,51,27.08,Weekend,Regular
CS1962,U273,V058,S061,2024-11-10 17:44:00,2024-11-10 19:28:00,104,54.42,Weekend,Emergency
CS1963,U391,V452,S072,2024-11-20 21:20:00,2024-11-20 22:20:00,60,47.8,Weekend,Occasional
CS1964,U368,V325,S086,2024-11-20 17:31:00,2024-11-20 19:31:00,120,39.17,Weekday,Regular
CS1965,U003,V257,S081,2024-11-15 15:06:00,2024-11-15 16:53:00,107,51.97,Weekend,Regular
CS1966,U295,V237,S091,2024-11-08 11:18:00,2024-11-08 12:57:00,99,61.24,Weekday,Occasional
CS1967,U027,V244,S088,2024-11-17 13:50:00,2024-11-17 14:58:00,68,57.91,Weekend,Emergency
CS1968,U044,V196,S096,2024-11-09 08:35:00,2024-11-09 09:13:00,38,22.48,Weekend,Emergency
CS1969,U224,V491,S018,2024-11-21 11:06:00,2024-11-21 11:50:00,44,37.47,Weekday,Emergency
CS1970,U369,V081,S001,2024-11-06 06:27:00,2024-11-06 07:01:00,34,24.04,Weekend,Occasional
CS1971,U283,V283,S082,2024-11-09 14:21:00,2024-11-09 14:57:00,36,27.04,Weekday,Emergency
CS1972,U268,V435,S032,2024-11-06 15:23:00,2024-11-06 16:14:00,51,15.42,Weekend,Regular
CS1973,U361,V332,S072,2024-11-19 09:43:00,2024-11-19 10:39:00,56,17.84,Weekend,Emergency
CS1974,U354,V496,S041,2024-11-13 20:53:00,2024-11-13 22:42:00,109,41.93,Weekday,Emergency
CS1975,U463,V422,S091,2024-11-05 16:52:00,2024-11-05 17:41:00,49,40.25,Weekend,Occasional
CS1976,U199,V274,S017,2024-11-10 22:29:00,2024-11-10 23:52:00,83,37.79,Weekday,Emergency
CS1977,U309,V037,S077,2024-11-03 15:37:00,2024-11-03 17:02:00,85,22.94,Weekend,Occasional
CS1978,U323,V027,S026,2024-11-25 20:04:00,2024-11-25 20:36:00,32,12.25,Weekend,Regular
CS1979,U251,V058,S014,2024-11-16 11:56:00,2024-11-16 13:16:00,80,41.8,Weekday,Regular
CS1980,U278,V167,S036,2024-11-24 14:24:00,2024-11-24 15:08:00,44,19.07,Weekday,Emergency
CS1981,U129,V443,S026,2024-11-26 16:51:00,2024-11-26 17:27:00,36,12.98,Weekday,Occasional
CS1982,U295,V012,S026,2024-11-05 13:41:00,2024-11-05 14:11:00,30,20.02,Weekend,Emergency
CS1983,U360,V266,S021,2024-11-05 15:18:00,2024-11-05 16:17:00,59,28.82,Weekend,Emergency
CS1984,U133,V376,S043,2024-11-08 16:59:00,2024-11-08 17:47:00,48,18.35,Weekend,Regular
CS1985,U458,V191,S047,2024-11-26 20:33:00,2024-11-26 21:46:00,73,54.68,Weekend,Occasional
CS1986,U148,V279,S017,2024-11-08 19:50:00,2024-11-08 20:43:00,53,23.47,Weekend,Occasional
CS1987,U497,V382,S074,2024-11-12 08:49:00,2024-11-12 09:27:00,38,19.2,Weekend,Regular
CS1988,U001,V198,S026,2024-11-08 16:24:00,2024-11-08 17:16:00,52,15.91,Weekend,Regular
CS1989,U052,V136,S089,2024-11-18 11:12:00,2024-11-18 12:51:00,99,48.54,Weekday,Occasional
CS1990,U010,V053,S006,2024-11-10 09:31:00,2024-11-10 11:30:00,119,39.05,Weekday,Occasional
CS1991,U253,V391,S071,2024-11-18 17:38:00,2024-11-18 18:10:00,32,23.77,Weekday,Regular
CS1992,U001,V211,S073,2024-11-20 14:44:00,2024-11-20 16:24:00,100,50.01,Weekday,Emergency
CS1993,U487,V346,S083,2024-11-07 08:58:00,2024-11-07 10:33:00,95,82.5,Weekend,Occasional
CS1994,U490,V266,S047,2024-11-15 22:23:00,2024-11-15 23:21:00,58,31.85,Weekday,Emergency
CS1995,U427,V120,S081,2024-11-26 14:44:00,2024-11-26 16:30:00,106,57.1,Weekday,Regular
CS1996,U049,V078,S037,2024-11-28 14:24:00,2024-11-28 16:10:00,106,86.67,Weekend,Regular
CS1997,U344,V016,S048,2024-11-28 13:20:00,2024-11-28 14:11:00,51,36.4,Weekend,Occasional
CS1998,U325,V146,S084,2024-11-14 19:49:00,2024-11-14 21:18:00,89,57.03,Weekend,Regular
CS1999,U014,V040,S047,2024-11-18 19:57:00,2024-11-18 21:41:00,104,53.58,Weekday,Regular
CS2000,U201,V001,S072,2024-11-20 19:26:00,2024-11-20 19:58:00,32,20.03,Weekend,Regular
CS2001,U228,V363,S006,2024-11-24 15:19:00,2024-11-24 16:31:00,72,36.64,Weekend,Regular
CS2002,U312,V468,S004,2024-11-21 11:02:00,2024-11-21 11:56:00,54,20.57,Weekend,Occasional
CS2003,U053,V168,S042,2024-11-22 07:50:00,2024-11-22 08:27:00,37,20.51,Weekday,Regular
CS2004,U475,V279,S091,2024-11-09 07:16:00,2024-11-09 08:52:00,96,36.19,Weekday,Emergency
CS2005,U464,V473,S083,2024-11-01 07:05:00,2024-11-01 08:34:00,89,51.49,Weekday,Emergency
CS2006,U199,V328,S068,2024-11-25 16:12:00,2024-11-25 17:20:00,68,44.12,Weekend,Emergency
CS2007,U251,V237,S091,2024-11-19 21:29:00,2024-11-19 23:24:00,115,75.83,Weekday,Occasional
CS2008,U289,V217,S003,2024-11-13 16:08:00,2024-11-13 18:08:00,120,70.09,Weekday,Occasional
CS2009,U300,V120,S028,2024-11-20 14:38:00,2024-11-20 16:20:00,102,47.11,Weekday,Emergency
CS2010,U487,V031,S049,2024-11-04 06:54:00,2024-11-04 07:52:00,58,46.48,Weekday,Emergency
CS2011,U494,V280,S050,2024-11-04 10:15:00,2024-11-04 11:19:00,64,23.97,Weekend,Regular
CS2012,U293,V102,S093,2024-11-28 09:59:00,2024-11-28 11:34:00,95,32.04,Weekend,Emergency
CS2013,U314,V359,S092,2024-11-24 07:05:00,2024-11-24 08:51:00,106,58.08,Weekday,Occasional
CS2014,U078,V154,S088,2024-11-03 16:28:00,2024-11-03 18:08:00,100,33.14,Weekend,Emergency
CS2015,U105,V019,S048,2024-11-18 11:49:00,2024-11-18 12:24:00,35,20.93,Weekend,Occasional
CS2016,U435,V368,S018,2024-11-06 09:25:00,2024-11-06 10:24:00,59,29.78,Weekday,Occasional
CS2017,U103,V243,S026,2024-11-01 12:24:00,2024-11-01 14:01:00,97,42.1,Weekend,Occasional
CS2018,U089,V257,S083,2024-11-09 10:33:00,2024-11-09 11:04:00,31,16.2,Weekend,Regular
CS2019,U081,V292,S046,2024-11-25 21:56:00,2024-11-25 22:45:00,49,29.73,Weekend,Regular
CS2020,U051,V215,S028,2024-11-25 06:20:00,2024-11-25 06:56:00,36,31.61,Weekday,Occasional
CS2021,U436,V373,S073,2024-11-25 12:38:00,2024-11-25 13:39:00,61,54.75,Weekday,Regular
CS2022,U468,V215,S074,2024-11-25 11:26:00,2024-11-25 13:08:00,102,78.94,Weekend,Emergency
CS2023,U034,V223,S057,2024-11-03 19:39:00,2024-11-03 21:02:00,83,32.93,Weekend,Emergency
CS2024,U173,V259,S062,2024-11-21 14:25:00,2024-11-21 15:47:00,82,30.64,Weekend,Occasional
CS2025,U457,V214,S093,2024-11-01 21:55:00,2024-11-01 23:40:00,105,64.85,Weekend,Regular
CS2026,U285,V147,S097,2024-11-15 22:09:00,2024-11-15 23:52:00,103,97.66,Weekday,Occasional
CS2027,U233,V102,S045,2024-11-01 19:13:00,2024-11-01 21:12:00,119,48.46,Weekend,Regular
CS2028,U347,V442,S096,2024-11-27 19:12:00,2024-11-27 20:49:00,97,92.48,Weekend,Emergency
CS2029,U486,V088,S059,2024-11-12 11:49:00,2024-11-12 13:25:00,96,25.16,Weekday,Emergency
CS2030,U192,V464,S057,2024-11-11 06:12:00,2024-11-11 06:58:00,46,32.9,Weekday,Occasional
CS2031,U240,V453,S074,2024-11-05 10:35:00,2024-11-05 12:26:00,111,37.21,Weekday,Occasional
CS2032,U273,V082,S068,2024-11-19 07:33:00,2024-11-19 08:22:00,49,24.17,Weekday,Occasional
CS2033,U319,V311,S001,2024-11-04 15:17:00,2024-11-04 16:45:00,88,59.37,Weekend,Occasional
CS2034,U352,V192,S073,2024-11-26 09:34:00,2024-11-26 10:51:00,77,62.11,Weekend,Emergency
CS2035,U138,V453,S021,2024-11-14 21:25:00,2024-11-14 23:20:00,115,32.65,Weekday,Occasional
CS2036,U124,V403,S080,2024-11-13 22:16:00,2024-11-13 23:43:00,87,76.64,Weekend,Regular
CS2037,U103,V208,S089,2024-11-18 06:08:00,2024-11-18 08:08:00,120,94.72,Weekday,Emergency
CS2038,U429,V302,S078,2024-11-24 13:13:00,2024-11-24 14:04:00,51,35.96,Weekend,Emergency
CS2039,U467,V476,S080,2024-11-06 22:46:00,2024-11-06 23:43:00,57,30.82,Weekend,Regular
CS2040,U116,V236,S059,2024-11-12 16:23:00,2024-11-12 18:10:00,107,28.31,Weekday,Regular
CS2041,U431,V455,S020,2024-11-18 09:50:00,2024-11-18 11:20:00,90,57.9,Weekday,Regular
CS2042,U425,V251,S047,2024-11-15 10:05:00,2024-11-15 11:49:00,104,43.9,Weekend,Emergency
CS2043,U357,V215,S043,2024-11-17 17:00:00,2024-11-17 17:41:00,41,28.83,Weekend,Occasional
CS2044,U222,V420,S067,2024-11-10 16:48:00,2024-11-10 18:48:00,120,54.11,Weekend,Occasional
CS2045,U362,V373,S037,2024-11-03 15:11:00,2024-11-03 15:41:00,30,21.77,Weekday,Regular
CS2046,U430,V438,S049,2024-11-24 13:11:00,2024-11-24 14:47:00,96,50.26,Weekend,Regular
CS2047,U186,V170,S008,2024-11-20 15:46:00,2024-11-20 17:09:00,83,67.66,Weekday,Occasional
CS2048,U243,V042,S078,2024-11-21 19:22:00,2024-11-21 19:59:00,37,34.62,Weekday,Occasional
CS2049,U050,V349,S086,2024-11-20 17:16:00,2024-11-20 18:56:00,100,58.12,Weekday,Occasional
CS2050,U385,V193,S084,2024-11-03 20:27:00,2024-11-03 22:06:00,99,75.29,Weekend,Occasional
CS2051,U318,V102,S021,2024-11-05 08:58:00,2024-11-05 10:50:00,112,37.08,Weekend,Occasional
CS2052,U295,V135,S071,2024-11-17 07:07:00,2024-11-17 09:04:00,117,82.71,Weekend,Regular
CS2053,U089,V364,S088,2024-11-22 08:10:00,2024-11-22 09:14:00,64,19.42,Weekend,Occasional
CS2054,U393,V145,S026,2024-11-19 12:46:00,2024-11-19 14:36:00,110,78.34,Weekday,Regular
CS2055,U285,V086,S054,2024-11-18 19:25:00,2024-11-18 21:10:00,105,67.53,Weekday,Occasional
CS2056,U384,V060,S034,2024-11-14 09:19:00,2024-11-14 11:13:00,114,67.99,Weekend,Regular
CS2057,U175,V069,S024,2024-11-04 13:24:00,2024-11-04 15:18:00,114,43.59,Weekday,Regular
