station name,street address,city,state,zip,ev level1 evse num,ev level2 evse num,ev dc fast count,ev network,ev connector types,access code,facility type,total_chargers,has_level1,has_level2,has_dc_fast,zip_code,county_name,electricity_rate_per_kwh,rate_tier_x,rate_per_kwh,rate_tier_y
PLAZA VERDE LEVEL 2 05,23 Campus Dr,Irvine,CA,92612,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92612.0,Orange,0.3869,Lowest,0.3869,Lowest
PLAZA VERDE LEVEL 1 03,23 Campus Dr,Irvine,CA,92612,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92612.0,Orange,0.3869,Lowest,0.3869,Lowest
PLAZA VERDE LEVEL 1 01,23 Campus Dr,Irvine,CA,92612,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92612.0,Orange,0.3869,Lowest,0.3869,Lowest
PLAZA VERDE LEVEL 1 02,23 Campus Dr,Irvine,CA,92612,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92612.0,Orange,0.3869,Lowest,0.3869,Lowest
SC CITY HALL CITY HALL DC 1,910 Calle Negocio,San Clemente,CA,92673,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,92673.0,Orange,0.3869,Lowest,0.3869,Lowest
H&S ENERGY H&S#25 CHEVRON2,700 N Brookhurst St,Anaheim,CA,92801,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,92801.0,Orange,0.3869,Lowest,0.3869,Lowest
CHARGEPOINT 242-07-DC-250,242 E Hacienda Ave,Campbell,CA,95008,0.0,0.0,1.0,ChargePoint Network,J1772COMBO TESLA,public,,1.0,False,False,True,95008.0,Santa Clara,0.4597,Low,0.4597,Low
CITY OF BENICIA CITY HALL 03,250 E L St,Benicia,CA,94510,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94510.0,Solano,0.4597,Low,0.4597,Low
CITY OF BENICIA CITY HALL 02,250 E L St,Benicia,CA,94510,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94510.0,Solano,0.4597,Low,0.4597,Low
COUNTY SSA JULIAN 4,353 W Julian,San Jose,CA,95110,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95110.0,Santa Clara,0.4597,Low,0.4597,Low
COUNTY SSA JULIAN 13,353 W Julian,San Jose,CA,95110,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95110.0,Santa Clara,0.4597,Low,0.4597,Low
COUNTY SSA JULIAN 10,353 W Julian St,San Jose,CA,95110,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95110.0,Santa Clara,0.4597,Low,0.4597,Low
COUNTY SSA JULIAN 12,353 W Julian St,San Jose,CA,95110,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95110.0,Santa Clara,0.4597,Low,0.4597,Low
COUNTY SSA JULIAN 3,353 W Julian St,San Jose,CA,95110,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95110.0,Santa Clara,0.4597,Low,0.4597,Low
COUNTY SSA JULIAN 2,353 W Julian St,San Jose,CA,95110,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95110.0,Santa Clara,0.4597,Low,0.4597,Low
COUNTY SSA JULIAN 1,353 W Julian St,San Jose,CA,95110,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95110.0,Santa Clara,0.4597,Low,0.4597,Low
COUNTY SSA JULIAN 5,353 W Julian St,San Jose,CA,95110,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95110.0,Santa Clara,0.4597,Low,0.4597,Low
COUNTY SSA JULIAN 9,353 W Julian St,San Jose,CA,95110,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95110.0,Santa Clara,0.4597,Low,0.4597,Low
COUNTY SSA JULIAN 6,353 W Julian St,San Jose,CA,95110,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95110.0,Santa Clara,0.4597,Low,0.4597,Low
COUNTY SSA JULIAN 7,353 W Julian St,San Jose,CA,95110,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95110.0,Santa Clara,0.4597,Low,0.4597,Low
PARK PLACE PS1 STATION 2,3101 Michelson Dr,Irvine,CA,92612,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92612.0,Orange,0.3869,Lowest,0.3869,Lowest
PARK PLACE PS1 STATION 1,3101 Michelson Dr,Irvine,CA,92612,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92612.0,Orange,0.3869,Lowest,0.3869,Lowest
JACKSON JP EV 2,1830 E Fir Ave,Fresno,CA,93720,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93720.0,Fresno,0.4597,Low,0.4597,Low
JACKSON JP EV 1,1830 E Fir Ave,Fresno,CA,93720,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93720.0,Fresno,0.4597,Low,0.4597,Low
JACKSON JP EV 3,1830 E Fir Ave,Fresno,CA,93720,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93720.0,Fresno,0.4597,Low,0.4597,Low
AHC LOT 1 UNIT 4,800 S COLLEGE DR,SANTA MARIA,CA,93454,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93454.0,San Luis Obispo,0.4597,Low,0.4597,Low
AHC LOT 1 UNIT 2,800 S COLLEGE DR,SANTA MARIA,CA,93454,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93454.0,San Luis Obispo,0.4597,Low,0.4597,Low
AHC LOT 1 UNIT 1,800 S COLLEGE DR,SANTA MARIA,CA,93454,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93454.0,San Luis Obispo,0.4597,Low,0.4597,Low
CSUSM-PS1 EV-3,1 Campus View Dr,San Marcos,CA,92078,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92078.0,San Diego,0.4597,Low,0.4597,Low
CSUSM-PS1 EV-4,103 Campus View Dr,San Marcos,CA,92078,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92078.0,San Diego,0.4597,Low,0.4597,Low
HUDSON HUDSON 3,1100 Nolita,Irvine,CA,92612,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92612.0,Orange,0.3869,Lowest,0.3869,Lowest
HUDSON HUDSON 2,1100 Nolita,Irvine,CA,92612,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92612.0,Orange,0.3869,Lowest,0.3869,Lowest
HUDSON HUDSON 1,1100 Nolita,Irvine,CA,92612,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92612.0,Orange,0.3869,Lowest,0.3869,Lowest
UCSD CP-NUEV WST 3-2,9335 Athena Circle,La Jolla,CA,92037,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92037.0,San Diego,0.4597,Low,0.4597,Low
UCSD CP-NUEV WST 3-4,9335 Athena Circle,La Jolla,CA,92037,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92037.0,San Diego,0.4597,Low,0.4597,Low
UCSD CP-NUEV WST 2-3,9335 Athena Circle,La Jolla,CA,92037,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92037.0,San Diego,0.4597,Low,0.4597,Low
UCSD CP-NUEV WST 2-2,"9335 Athena Circle,",La Jolla,CA,92037,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92037.0,San Diego,0.4597,Low,0.4597,Low
UCSD CP-NUEV WST 1-2,9335 Athena Circle,La Jolla,CA,92037,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92037.0,San Diego,0.4597,Low,0.4597,Low
UCSD CP-NUEV WST 3-5,9335 Athena Circle,La Jolla,CA,92037,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92037.0,San Diego,0.4597,Low,0.4597,Low
UCSD CP-NUEV WST 3-3,9335 Athena Circle,La Jolla,CA,92037,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92037.0,San Diego,0.4597,Low,0.4597,Low
UCSD CP-NUEV WST 2-1,9335 Athena Circle,La Jolla,CA,92037,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92037.0,San Diego,0.4597,Low,0.4597,Low
UCSD CP-NUEV WST 1-1,9335 Athena Circle,La Jolla,CA,92037,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92037.0,San Diego,0.4597,Low,0.4597,Low
UCSD CP-NUEV WST 1-3,9335 Athena Circle,La Jolla,CA,92037,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92037.0,San Diego,0.4597,Low,0.4597,Low
LONG BEACH JUNIPERO 02,1 Junipero Ave,Long Beach,CA,90803,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90803.0,Los Angeles,0.3,Lowest,0.3,Lowest
ENC PRESCHOOL 02,745 Dover Dr,Newport Beach,CA,92663,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92663.0,Orange,0.3869,Lowest,0.3869,Lowest
HQ STATION 5 COSTA MESA 1,235 Baker St E,Costa Mesa,CA,92626,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92626.0,Orange,0.3869,Lowest,0.3869,Lowest
HQ STATION 5 COSTA MESA 3,235 Baker St E,Costa Mesa,CA,92626,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92626.0,Orange,0.3869,Lowest,0.3869,Lowest
GLENDALE CC SIERRA VISTA 1,1500 N Verdugo Rd,Glendale,CA,91208,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91208.0,Los Angeles,0.3,Lowest,0.3,Lowest
IRVINE  CO  OFC MC 640 01,640 N McCarthy Blvd,Milpitas,CA,95035,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95035.0,Alameda,0.4597,Low,0.4597,Low
IRVINE  CO  OFC MC 640 02,640 N McCarthy Blvd,Milpitas,CA,95035,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95035.0,Alameda,0.4597,Low,0.4597,Low
IRVINE  CO  OFC MC 640 03,640 N McCarthy Blvd,Milpitas,CA,95035,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95035.0,Alameda,0.4597,Low,0.4597,Low
237@FIRST STATION 3,4353 N 1st St,San Jose,CA,95134,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95134.0,Santa Clara,0.4597,Low,0.4597,Low
237@FIRST STATION 1,4353 N 1st St,San Jose,CA,95134,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95134.0,Santa Clara,0.4597,Low,0.4597,Low
CCSF-SFMTA UNION SQUARE 2,333 Post St,San Francisco,CA,94108,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94108.0,San Francisco,0.4597,Low,0.4597,Low
H&S ENERGY H&S#42 CHEVRON1,1105 Santa Anita Ave,South El Monte,CA,91733,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,91733.0,Los Angeles,0.3,Lowest,0.3,Lowest
KENTFIELD EV17 EV18,700 College Ave,Kentfield,CA,94904,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94904.0,Marin,0.4597,Low,0.4597,Low
KENTFIELD EV15 EV16,700 College Ave,Kentfield,CA,94904,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94904.0,Marin,0.4597,Low,0.4597,Low
KENTFIELD EV05 EV06,700 College Ave,Kentfield,CA,94904,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94904.0,Marin,0.4597,Low,0.4597,Low
KENTFIELD EV03 EV04,700 College Ave,Kentfield,CA,94904,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94904.0,Marin,0.4597,Low,0.4597,Low
KENTFIELD EV01,700 College Ave,Kentfield,CA,94904,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94904.0,Marin,0.4597,Low,0.4597,Low
KENTFIELD EV11 EV12,College Ave & Kent Ave,Kentfield,CA,94904,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94904.0,Marin,0.4597,Low,0.4597,Low
KENTFIELD EV13 EV14,College Ave & Kent Ave,Kentfield,CA,94904,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94904.0,Marin,0.4597,Low,0.4597,Low
KENTFIELD EV09 EV10,College Ave & Kent Ave,Kentfield,CA,94904,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94904.0,Marin,0.4597,Low,0.4597,Low
HOME2 SUITES EV 2,1660 Harbor Bay Pkwy,Alameda,CA,94502,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94502.0,Alameda,0.4597,Low,0.4597,Low
CC STATION 1 CPE250-1,24351 El Toro Rd,Laguna Woods,CA,92637,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,92637.0,Orange,0.3869,Lowest,0.3869,Lowest
CC STATION 1 CPE250-2,24351 El Toro Rd,Laguna Woods,CA,92637,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,92637.0,Orange,0.3869,Lowest,0.3869,Lowest
CC STATION 1 CT40000-2,24351 El Toro Rd,Laguna Woods,CA,92637,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92637.0,Orange,0.3869,Lowest,0.3869,Lowest
CC STATION 1 CC STATION #1,24351 El Toro Rd,Laguna Woods,CA,92637,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92637.0,Orange,0.3869,Lowest,0.3869,Lowest
CSUS PS2 - 3,Atlas Cedar Way,Sacramento,CA,95826,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95826.0,Sacramento,0.3869,Lowest,0.3869,Lowest
CSUS PS2 - 1,atlas cedar way,Sacramento,CA,95826,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95826.0,Sacramento,0.3869,Lowest,0.3869,Lowest
CITY HALL LOT PS 1,460 W 1st St,Claremont,CA,91711,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91711.0,Los Angeles,0.3,Lowest,0.3,Lowest
IRVINE  CO  OFC 9975 TOLEDO 02,9975 Toledo Way,Irvine,CA,92618,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92618.0,Orange,0.3869,Lowest,0.3869,Lowest
IRVINE  CO  OFC 9975 TOLEDO 03,9975 Toledo Way,Irvine,CA,92618,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92618.0,Orange,0.3869,Lowest,0.3869,Lowest
PARAMOUNT PICKFORD LOT,5555 Melrose Ave,Los Angeles,CA,90038,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90038.0,Los Angeles,0.3,Lowest,0.3,Lowest
PARAMOUNT VISITORS LOT,5555 Melrose Ave,Los Angeles,CA,90038,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90038.0,Los Angeles,0.3,Lowest,0.3,Lowest
PARAMOUNT BRONSON LOT 2,5555 Melrose Ave,Los Angeles,CA,90038,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90038.0,Los Angeles,0.3,Lowest,0.3,Lowest
MBA HH SPACE 3,100 Pacific St,Monterey,CA,93940,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93940.0,Monterey,0.4597,Low,0.4597,Low
MBA HH SPACE 2,100 Pacific St,Monterey,CA,93940,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93940.0,Monterey,0.4597,Low,0.4597,Low
MBA HH SPACE 1,100 Pacific St,Monterey,CA,93940,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93940.0,Monterey,0.4597,Low,0.4597,Low
CHARTWELL STATION 2,2511 Numa Watson Rd,Seaside,CA,93955,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93955.0,Monterey,0.4597,Low,0.4597,Low
FAIRFIELD 7144 FAIRFIELD 1,1535 N Peach Ave,Fresno,CA,93727,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93727.0,Fresno,0.4597,Low,0.4597,Low
FAIRFIELD 7144 FAIRFIELD 4,1535 N Peach Ave,Fresno,CA,93727,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93727.0,Fresno,0.4597,Low,0.4597,Low
JOHN MUIR HLTH VISITOR LOT #1,2540 East St,Concord,CA,94520,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94520.0,Contra Costa,0.4597,Low,0.4597,Low
H&S ENERGY H&S#49 CHEVRON2,3085 E La Palma Ave,Anaheim,CA,92806,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,92806.0,Orange,0.3869,Lowest,0.3869,Lowest
JOHN MUIR HLTH PHYSICIAN LOT#2,2571 Park Ave,Concord,CA,94520,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94520.0,Contra Costa,0.4597,Low,0.4597,Low
BEACON GARAGE 250 KING ST 3,250 King St,San Francisco,CA,94107,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94107.0,San Francisco,0.4597,Low,0.4597,Low
BEACON GARAGE 250 KING ST 2,250 King St,San Francisco,CA,94107,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94107.0,San Francisco,0.4597,Low,0.4597,Low
BEACON GARAGE 250 KING ST 1,250 King St,San Francisco,CA,94107,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94107.0,San Francisco,0.4597,Low,0.4597,Low
DKNHOTELSRIRC DKN 2,9373 Haven Ave,Rancho Cucamonga,CA,91730,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,91730.0,San Bernardino,0.3869,Lowest,0.3869,Lowest
IRVINE COMPANY WOODBURY TC 03,6460 Irvine Blvd,Irvine,CA,92620,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92620.0,Orange,0.3869,Lowest,0.3869,Lowest
IRVINE COMPANY WOODBURY TC 04,6460 Irvine Blvd,Irvine,CA,92620,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92620.0,Orange,0.3869,Lowest,0.3869,Lowest
ELEMENT 1 ELEMENT HOTEL 1,1950 Wyatt Dr,Santa Clara,CA,95054,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95054.0,Santa Clara,0.4597,Low,0.4597,Low
HOAG HOSPITAL CONF CTR 1,42 Hoag Dr,Newport Beach,CA,92663,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92663.0,Orange,0.3869,Lowest,0.3869,Lowest
CVC CNTR GARAGE CC 1,100 Civic Center Dr,Newport Beach,CA,92660,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92660.0,Orange,0.3869,Lowest,0.3869,Lowest
CVC CNTR GARAGE CC 2,100 Civic Center Dr,Newport Beach,CA,92660,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92660.0,Orange,0.3869,Lowest,0.3869,Lowest
CVC CNTR GARAGE CC 3,100 Civic Center Dr,Newport Beach,CA,92660,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92660.0,Orange,0.3869,Lowest,0.3869,Lowest
CVC CNTR GARAGE CIVIC CENTER 3,100 Civic Center Dr,Newport Beach,CA,92660,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92660.0,Orange,0.3869,Lowest,0.3869,Lowest
CVC CNTR GARAGE CIVIC CENTER 1,100 Civic Center Dr,Newport Beach,CA,92660,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92660.0,Orange,0.3869,Lowest,0.3869,Lowest
CVC CNTR GARAGE CIVIC CENTER 2,100 Civic Center Dr,Newport Beach,CA,92660,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92660.0,Orange,0.3869,Lowest,0.3869,Lowest
DC CORRIDOR VITTLES L2,2385 North St,Anderson,CA,96007,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,96007.0,Shasta,0.4597,Low,0.4597,Low
IRVINE COMPANY QUAIL HILL 01,6501-6875 Quail Hill Pkwy,Irvine,CA,92603,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92603.0,Orange,0.3869,Lowest,0.3869,Lowest
IRVINE COMPANY QUAIL HILL 02,6501-6875 Quail Hill Pkwy,Irvine,CA,92603,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92603.0,Orange,0.3869,Lowest,0.3869,Lowest
LANCASTER CH CHARGER 2,44933 Fern Ave,Lancaster,CA,93534,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93534.0,Los Angeles,0.3,Lowest,0.3,Lowest
LANCASTER CH CHARGER 3,44933 Fern Ave,Lancaster,CA,93534,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93534.0,Los Angeles,0.3,Lowest,0.3,Lowest
LANCASTER CH CHARGER 5,44933 Fern Ave,Lancaster,CA,93534,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93534.0,Los Angeles,0.3,Lowest,0.3,Lowest
LANCASTER CH CHARGER 4,44933 Fern Ave,Lancaster,CA,93534,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93534.0,Los Angeles,0.3,Lowest,0.3,Lowest
GARAGE T-C GARAGE #2,2450 Durant Ave,Berkeley,CA,94704,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94704.0,Alameda,0.4597,Low,0.4597,Low
GARAGE T-C GARAGE #1,2450 Durant Ave,Berkeley,CA,94704,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94704.0,Alameda,0.4597,Low,0.4597,Low
GARAGE T-C GARAGE 4,2450 Durant Ave,Berkeley,CA,94704,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94704.0,Alameda,0.4597,Low,0.4597,Low
SCP EAST DOCK H 01,3333 Bristol St,Costa Mesa,CA,92626,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92626.0,Orange,0.3869,Lowest,0.3869,Lowest
SCP EAST NO.PARKVALET 08,3333 Bristol St,Costa Mesa,CA,92626,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92626.0,Orange,0.3869,Lowest,0.3869,Lowest
SCP EAST NO.PARKVALET 09,3333 Bristol St,Costa Mesa,CA,92626,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92626.0,Orange,0.3869,Lowest,0.3869,Lowest
SCP EAST NO.PARKVALET 04,3333 Bristol St,Costa Mesa,CA,92626,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92626.0,Orange,0.3869,Lowest,0.3869,Lowest
SCP EAST NO.PARKVALET 06,3333 Bristol St,Costa Mesa,CA,92626,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92626.0,Orange,0.3869,Lowest,0.3869,Lowest
THE TORRANCE THE TORRANCE 4,21250 Hawthorne Blvd,Torrance,CA,90503,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90503.0,Los Angeles,0.3,Lowest,0.3,Lowest
THE TORRANCE THE TORRANCE 1,21250 Hawthorne Blvd,Torrance,CA,90503,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90503.0,Los Angeles,0.3,Lowest,0.3,Lowest
THE TORRANCE THE TORRANCE 2,21250 Hawthorne Blvd,Torrance,CA,90503,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90503.0,Los Angeles,0.3,Lowest,0.3,Lowest
57 WHEELER RETAIL 1,57 Wheeler Ave,Arcadia,CA,91006,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91006.0,Los Angeles,0.3,Lowest,0.3,Lowest
CITY OF VENTURA CITY HALL 1,501 Poli St,Ventura,CA,93001,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93001.0,Ventura,0.3869,Lowest,0.3869,Lowest
CITY OF VENTURA DOWNTOWN PS1,555 E Santa Clara St,Ventura,CA,93001,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93001.0,Ventura,0.3869,Lowest,0.3869,Lowest
HQ STATION 5 CHATSWORTH EV 3,9710 Topanga Canyon Blvd,Chatsworth,CA,91311,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,91311.0,Los Angeles,0.3,Lowest,0.3,Lowest
IRVINE  CO  OFC 4780 EASTGATE 1,4780 Eastgate Mall,San Diego,CA,92121,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92121.0,San Diego,0.4597,Low,0.4597,Low
IRVINE  CO  OFC 1 PARK PLAZA 02,1 Park Plaza,Irvine,CA,92614,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92614.0,Orange,0.3869,Lowest,0.3869,Lowest
IRVINE  CO  OFC 3 PARK PLAZA 02,3 Park Plaza,Irvine,CA,92614,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92614.0,Orange,0.3869,Lowest,0.3869,Lowest
IRVINE  CO  OFC 3 PARK PLAZA 03,3 Park Plaza,Irvine,CA,92614,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92614.0,Orange,0.3869,Lowest,0.3869,Lowest
CITYOFTEMECULA 6TH ST LOT,28462 Old Town Front St,Temecula,CA,92590,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92590.0,Riverside,0.3869,Lowest,0.3869,Lowest
IRVINE  CO  OFC WFP P5 03,401 B St,San Diego,CA,92101,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92101.0,San Diego,0.4597,Low,0.4597,Low
IRVINE  CO  OFC WFP P5 01,401 B Street,San Diego,CA,92101,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92101.0,San Diego,0.4597,Low,0.4597,Low
DC CORRIDOR OAKHURST DC2,40050 CA-49,Oakhurst,CA,93644,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,93644.0,Madera,0.4597,Low,0.4597,Low
DC CORRIDOR OAKHURST DC1,40050 CA-49,Oakhurst,CA,93644,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,93644.0,Madera,0.4597,Low,0.4597,Low
